0025577043f5090cd603c6aea60f26e236195594,movie,http://www.awesomefilm.com/script/pumpupthevolume.html,54078
0029bdbe75423337b551e42bb31f9a102785376f,gutenberg,http://www.gutenberg.org/ebooks/21572.txt.utf-8,814507
00936497f5884881f1df23f4834f6739552cee8b,gutenberg,http://www.gutenberg.org/ebooks/3526.txt.utf-8,566874
00950a3641e6a28b04a6fabf6334140e2deaa9fd,gutenberg,http://www.gutenberg.org/ebooks/42188.txt.utf-8,90192
00ee9e01a0e581e0d8cbf7e865a895147c480c5e,movie,http://www.imsdb.com/scripts/Crank.html,309143
00f9dbb0a851bc6099d5216e5fa8719b2ac3b82b,movie,http://www.imsdb.com/scripts/Bull-Durham.html,277614
00fb61fa7bee266ad995e52190ebb73606b60b70,gutenberg,http://www.gutenberg.org/ebooks/3771.txt.utf-8,372868
014de1a8802c05ff64efa047e9290fb7fccea2b4,gutenberg,http://www.gutenberg.org/ebooks/1329.txt.utf-8,560685
01502137e4276712d118bd4bdaf481c89aed163b,movie,http://www.imsdb.com/scripts/Fighter%2C-The.html,249412
015c99b411cef291d31cd5543c7ae957edebe6b4,movie,http://www.imsdb.com/scripts/Star-Trek-Nemesis.html,188385
019a9611dd8e1b822bd0a58f075cc4a30bdd0797,gutenberg,http://www.gutenberg.org/ebooks/26348.txt.utf-8,206867
01a4a870914fd148e2fd4e55ccbc9a3595f6bab6,movie,http://www.imsdb.com/scripts/Doors%2C-The.html,402703
01aa10d75658840a478ede17631dba875651c370,gutenberg,http://www.gutenberg.org/files/19286/19286-0.txt,66344
01dd08c2a57dca20d4925177a4b4de509fdf71fb,movie,http://www.imsdb.com/scripts/Zero-Dark-Thirty.html,220654
01f5ab49ace7ff6c2bca8c2e537076ae1f1b5c90,gutenberg,http://www.gutenberg.org/ebooks/3268.txt.utf-8,1730392
020773a0ca71155173ec4affe6a2496a6cb45216,movie,http://www.imsdb.com/scripts/Up-in-the-Air.html,265642
0207a55a2d507f3b4feb99b227751b76f88ddd53,movie,http://www.imsdb.com/scripts/Cast-Away.html,200885
02476285f0673b06c7754deed4517e54c50c42b5,gutenberg,http://www.gutenberg.org/ebooks/15575.txt.utf-8,36044
026723e23a4f1b279e20d9d2d3746a1dc4543b2d,gutenberg,http://www.gutenberg.org/ebooks/2663.txt.utf-8,177122
0269408ac78193a0e13f1033bec6f658b00437b3,movie,http://www.imsdb.com/scripts/12.html,211326
02eb19e46391a42912c60b7d0a072fc8684dfbd6,gutenberg,http://www.gutenberg.org/ebooks/37189.txt.utf-8,184426
02ec0dda4d6b545c8a180b4e66108f32acc7fefa,gutenberg,http://www.gutenberg.org/ebooks/31619.txt.utf-8,177521
032bcfd170a98fb5ed752c1d25b678b8589de7d7,movie,http://www.imsdb.com/scripts/Being-There.html,175351
033a2dae1f69467127ee67acdf39fa97c031c57b,movie,http://www.imsdb.com/scripts/127-Hours.html,187720
03690ff2154ebecb454ea267cec529358ab6923b,gutenberg,http://www.gutenberg.org/ebooks/5247.txt.utf-8,1289852
03a048c35b81d8a422e0efd0d5de016b63659869,gutenberg,http://www.gutenberg.org/ebooks/4017.txt.utf-8,404208
042bb7019f583cebe3290795149fdc70412ad813,movie,http://www.imsdb.com/scripts/Birthday-Girl.html,186904
0434145d9284423a36a714fc55246ed0bdc39a82,movie,http://www.imsdb.com/scripts/Marty.html,223612
04954299c7b6bdc7b31b951bc0daa277353576a9,gutenberg,http://www.gutenberg.org/ebooks/35542.txt.utf-8,72475
04c16e307a71d8af0af39d10542144f7c059f17c,gutenberg,http://www.gutenberg.org/files/50922/50922-0.txt,349921
04d0a3d15a1e39a94524a3958e433a88ca01fdf9,gutenberg,http://www.gutenberg.org/ebooks/21558.txt.utf-8,644705
04dc9134485dee27252734f24c2a3b3dd397b8a4,movie,http://www.imsdb.com/scripts/Fargo.html,122062
04ef491311759e1e853f9c7fc7e8c946c6eab31b,movie,http://www.imsdb.com/scripts/Rescuers-Down-Under%2C-The.html,75603
05000d20b404b4f3c6c34127dc3836fecad8f134,gutenberg,http://www.gutenberg.org/files/47604/47604-0.txt,161830
0507acab5483574fd74d15921e6a7de500413ca8,gutenberg,http://www.gutenberg.org/ebooks/18558.txt.utf-8,112118
050f88f6c8fed44ecbd7658b0f450fb705ce368d,movie,http://www.imsdb.com/scripts/Crouching-Tiger%2C-Hidden-Dragon.html,83428
053c75f420da5b13619eff42645f4e13882435b7,movie,http://www.imsdb.com/scripts/Breakfast-Club%2C-The.html,147290
0540453463a383489fdcdbb41ae4264e5ca866a2,gutenberg,http://www.gutenberg.org/ebooks/50736.txt.utf-8,418208
0567cf66eee97d900ee7b9a01e64fdf5d406c685,movie,http://www.imsdb.com/scripts/Snow-White-and-the-Huntsman.html,249836
05c77e71c5f919af1ae72442febd204b03563f93,gutenberg,http://www.gutenberg.org/ebooks/383.txt.utf-8,153030
05c794b3a1c52d3716f8b7c2b4de77df7ea65748,movie,http://www.imsdb.com/scripts/Drag-Me-to-Hell.html,159105
